Journey: Any Way You Want It	6
Neon Trees: Animal	7
Muse: New Born	9
Goldfrapp: Lovely Head	3
Chicago: If You Leave Me Now	5
Starland Vocal Band: Afternoon Delight	2
Michael, George: Careless Whisper	5
Prince: Beautiful Ones, The	6
Who, The: Pinball Wizard	4
Interpol: Pioneer To The Falls	9
Walker Brothers, The: Sun Aint Gonna Shine Anymore, The	1
LaTour: People Are Still Having Sex	1
: Prince - Let's Go Crazy-NEW	1
Lidell, Jamie: Another Day (The Lala Love Version)	3
Live: Lightning Crashes	16
Queen: Stone Cold Crazy	4
Cee-Lo: Closet Freak	9
DJ Jazzy Jeff & The Fresh Prince: Fresh Prince Of Bel Air, The (Full Version)	2
White Zombie: Thunder Kiss '65	9
Portishead: Sour Times (Nobody Loves Me)	5
This Mortal Coil: Song To A Siren	4
Beastie Boys: So Whatcha Want	3
Flirts, The: Jukebox (Don't Put Another Dime)	2
Squeeze: Cool For Cats	6
Rockwell: Somebody's Watching Me	4
Bowie, David: Starman	5
Bowie, David: Heroes	5
Underworld: Born Slippy	3
Bowie, David: All The Madmen	2
Depeche Mode: Strangelove	1
Arcade Fire: No Cars Go	3
Bowie, David: Oh You Pretty Things	5
Snoop Dogg: Sensual Seduction	4
Faith No More: Midlife Crisis	13
Vampire Weekend: A-Punk	4
Styx: Come Sail Away	13
Robyn: With Every Heartbeat (Feat. Kleerup)	4
Electric Light Orchestra (E.L.O.): Diary Of Horace Wimp, The	2
A Perfect Circle: 3 Libras	8
Simon & Garfunkel: Cecilia	1
Rolling Stones, The: (I Can't Get No) Satisfaction	4
Springsteen, Bruce: I'm On Fire	3
Cash, Johnny: Flesh And Blood	1
Beatles, The: Yesterday	3
Muse: Can't Take My Eyes Off You	7
Doors, The: Alabama Song	4
Franklin, Aretha: Respect	6
: Outkast_-_Prototype_-_SF223-11.ZIP	1
Skid Row: 18 And Life	6
Lynch, Liam: United States Of Whatever	6
: Bobby_Brown_-_On_Our_Own_-_G20480.ZIP	3
: Trio_-_Da_Da_Da_-_SF082-06.ZIP	1
Sneaker Pimps: 6 Underground	7
Talking Heads: Psycho Killer	13
Joplin, Janis: Piece Of My Heart	13
White Zombie: More Human Than Human	2
After The Fire: Der Kommissar	1
Team America: America, F--K Yeah	3
Bowie, David: I'm Afraid Of Americans	2
Pink Floyd: Time	4
Monty Python: Bruces Philosophers Song	1
Scissor Sisters: Comfortably Numb	4
Greg Kihn Band, The: Jeopardy	2
: Plastic_Bertrand_-_Ca_Plane_Pour_Moi_-_SF109-05.ZIP	1
: Flaming Lips, The - One More Robot.zip	3
Anthrax: Got The Time	1
Ludacris: Splash Waterfalls	3
Lidell, Jamie: Another Day	3
Muse: Resistance	7
Tenacious D: Kickapoo	11
Depeche Mode: I Feel You	13
Wonder, Stevie: Superstition	4
Smiths, The: How Soon Is Now	5
Bowie, David: John, I'm Only Dancing	4
Morrison, Van: Brown Eyed Girl	4
Jam, The: Going Underground	5
Queens Of The Stone Age: First It Giveth	1
George Baker Selection, The: Little Green Bag	10
: Bowie, David - Magic Dance.zip	1
Fleetwood Mac: Chain, The	9
Enya: Orinoco Flow (Sail Away)	4
: Queen-Bohemian Rhapsody.zip	2
: Hedwig_And_The_Angry_Inch_Wig_In_A_Box_85310.wmv	3
McDonald, Michael: I Keep Forgettin	3
Oingo Boingo: Flesh & Blood	7
Cure, The: Mint Car	2
Free Kittens: Brachiosaur	1
: Nick Cave and The Bad Seeds - Red Right Hand.zip	5
Dolby, Thomas: She Blinded Me With Science	2
Naked Eyes: Always Something There To Remind Me	6
Who, The: Baba O'Reilly	5
Timberlake, Justin: My Love (Feat. T.I.)	3
Muse: I Belong To You-Mon coeur s'ouvre a ta voix	19
Hedwig & The Angry Inch: Origin Of Love, The	8
: Duran_Duran_-_Union_Of_The_Snake_-_SFG004-05.ZIP	2
: The Nightmare Before Christmas - What's This - 34320.zip	2
Scissor Sisters: Any Which Way	2
Richie, Lionel: Hello	6
: Paul_Anka_Walking_In_Memphis_92562.zip	1
: The_Black_Keys_Tighten_Up_92729.zip	1
: Hayseed_Dixie_You_Shook_Me_All_Night_Long_92513.zip	1
Black Eyed Peas: Meet Me Halfway	6
U2: New Years Day	1
: Dropkick_Murphys_Kiss_Me_I_m_Shitfaced_93515.zip	2
: Hedwig_And_The_Angry_Inch_Midnight_Radio_93541.zip	1
Bowie, David: Kooks	3
: Hayseed Dixie - I Don't Feel Like Dancing (Scissor Sisters).zip	1
Stewart, Rod: Do Ya Think I'm Sexy	2
Loggins, Kenny: Whenever I Call You Friend (Feat. Stevie Nicks)	2
: Superdrag-Sucked_Out.zip	1
Marina & The Diamonds: (I Am Not A) Robot	2
Marina & The Diamonds: Hollywood	3
Three Dog Night: Mama Told Me (Not To Come)	2
Creedence Clearwater Revival: Lookin' Out My Back Door	2
Prince: 7	6
Kraftwerk: Model	2
: Gang Of Four - I Love A Man In Uniform.zip	1
: sigur r+¦s - hopp+¡polla - (BKK).zip	6
Hall & Oates: Kiss On My List	5
: Reel Big Fish - Take On Me (A-Ha).zip	1
Scissor Sisters: Fire With Fire	4
Wayne, Jeff: Eve Of The War	2
: Pink_Floyd_-_Nobody_Home_-_SPOOL-569.ZIP	1
Pink Floyd: Great Gig In The Sky, The	4
King: Love & Pride	1
Tenacious D: Beelzeboss (The Final Showdown)	2
Dave Dee Dozy Beaky Mick And Tich: Hold Tight	5
Redding, Otis: Try A Little Tenderness	7
: Godley & Crme - Cry.zip	3
: Vampire Weekend - Cousins.zip	1
: Palmer, Robert - Johnny & Mary.zip	1
English Beat, The: Mirror In The Bathroom	4
: Prince - Controversy.zip	1
: Echo & The Bunnymen - Cutter, The.zip	2
: Black Keys, The - Next Girl.zip	2
Green Day: Time Of Your Life	5
: Blacc, Aloe - I Need A Dollar.zip	1
: Faithless_-_Insomnia_-_SF081-13.ZIP	1
Black Crowes, The: She Talks To Angels	2
Muse: Muscle Museum	10
: Kiss - God Of Thunder.zip	2
Sixpence None The Richer: Kiss Me	2
: LMFAO - Party Rock Anthem (Feat. Lauren Bennett And Goonrock).zip	1
Depeche Mode: Home	2
: Lonely Island, The - Jack Sparrow (Feat. Michael Bolton).zip	1
Ronson, Mark & The Business Intl.: Bike Song, The	3
Steve Miller Band, The: Abracadabra	1
Thunder: Dirty Love	1
Markie, Biz: Just A Friend	8
Vanilla Ice: Ice Ice Baby	15
Disney: Lion King-Hakuna Matata	1
Winehouse, Amy: You Know I'm No Good	14
Supergrass: Moving	6
: Front 242 - Headhunter - DJ Fnord.zip	4
Red Hot Chili Peppers: Sir Psycho Sexy	2
: Mr_Mister_Broken_Wings_78250.zip	1
EMF: Unbelievable	2
: Gotye - Somebody That I Used To Know (Feat. Kimbra).zip	1
Lonely Island, The: Jack Sparrow (Feat. Michael Bolton)	12
Doobie Brothers, The: Jesus Is Just Alright	1
: Radiohead - Exit Music (For A Film).zip	2
: Invisible light test.zip	1
Roxy Music: Strand, The	7
John, Elton: This Train Don't Stop	1
: The Nightmare Before Christmas - This Is Halloween.zip	1
XX, The: Crystalized	2
Joy Division: She's Lost Control	1
Tones On Tail: Go!	4
: The_Reverend_Horton_Heat_It_s_Martini_Time_123023.zip	2
Belafonte, Harry: Day-O (The Banana Boat Song)	4
: down in mexico.zip	1
: take a bow.zip	2
Hendrix, Jimi: Purple Haze	2
Coasters, The: Down In Mexico	8
Van Halen: Ice Cream Man	2
: Type O Negative - Black No. 1 (Edit).zip	1
: all my friends.zip	1
Waits, Tom: Clap Hands	8
Rapture, The: Echoes	5
Swift, Taylor: Love Story	7
Murvin, Junior: Police And Thieves	5
: valarie loves me.zip	1
Beatles, The: With A Little Help From My Friends	1
: Cave, Nick & The Bad Seeds - Up Jumped The Devil.zip	1
Springsteen, Bruce: Dancing In The Dark	5
Clarkson, Kelly: My Life Would Suck Without You	3
DJ Sammy: Heaven (Feat. Ft Do)	4
Talk Talk: Life's What You Make It	2
R. Kelly: I Believe I Can Fly	6
Kinks, The: Come Dancing	6
Rolling Stones, The: Emotional Rescue	2
: Pink Floyd - In The Flesh.zip	1
: Ms._Dynamite_-_Dy-Na-Mi-Tee_-_SF196-03.ZIP	1
LMFAO: Sexy And I Know It	3
Cyrus, Miley: Party In The USA	11
Scissor Sisters: Invisible Light	4
: Flogging Molly - If I Ever Leave This World Alive.zip	5
: Roxy Music - Ladytron.zip	1
MacDonald, Amy: This Is The Life	15
: jockey.zip	1
: Gotye - Eyes Wide Open.zip	2
: Usher - Climax.zip	2
Jackson, Michael: Girl Is Mine, The (Feat. Paul McCartney)	2
Cash, Johnny: Personal Jesus	3
Tool: Lateralus	3
LCD Soundsystem: North American Scum	2
Scissor Sisters: Shady Love (Vs. Krystal Pepsy)	4
: Radiohead - Reckoner.zip	1
: AWOLNATION - Sail.zip	1
Usher: Climax	9
Ol' Dirty Bastard: Got Your Money (Feat. Kelis)	5
: 01.-John-Mellencamp-and-Me'shell-Ndegeocello-Wild-Night-(SFWS041-14).zip	1
Young, Neil: Down By The River	5
: Stevie_Wonder_Do_I_Do_136385.zip	3
Clash, The: Magnificent Seven, The	3
Dire Straits: Money For Nothing	7
: R. Kelly - In The Kitchen.zip	1
Wonder, Stevie: Don't You Worry 'Bout A Thing	8
Low: Hatchet (Optimimi Version)	2
Nine Inch Nails: Capital G	1
Geggy Tah: Whoever You Are	2
Walker, Junior & The All Stars: Shotgun	2
: imdabes final.zip	2
Doobie Brothers: It Keeps You Running	6
Loggins & Messina: House At Pooh Corner	1
: liar.zip	1
Wayne, Jeff: Thunder Child (Chris Thompson-From 'War Of The Worlds')	2
Ol' Dirty Bastard: Shimmy Shimmy Ya	5
Sade: Smooth Operator	3
: this love.zip	1
: fenix.zip	1
: G25741.zip	2
Broadway-Musicals: Sound Of Music-Lonely Goatherd, The	1
: lovage - anger management.zip	3
: pootie.zip	1
: Beastie_Boys_Girls_146199.zip	1
: 16 - Friends of P (Originally Performed By the Rentals).zip	1
Peaches: Kick It (Feat. Iggy Pop)	1
Flogging Molly: If I Ever Leave This World Alive	5
Stone Temple Pilots: Big Bang Baby	3
Bowie, David: Fashion	4
Cave, Nick & The Bad Seeds: Into My Arms	1
Pootie Tang: Pootie Done It Again	2
Redding, Otis: Hard To Handle	2
Prince: Nothing Compares 2 U	2
Dead Or Alive: You Spin Me Round (Like A Record)	3
: Lil_Wayne_6_Foot_7_Foot_(Instrumental_with_lead_vocals)_96605.zip	2
Tool: Sober	11
Sigur Rós: Hljómalind	1
LCD Soundsystem: All My Friends	5
Type O Negative: Christian Woman	1
: Johnny Cash-The Man Comes Around.zip	1
Simply Red: Holding Back The Years	3
10cc: Dreadlock Holiday	1
Nat King Cole: Christmas Song, The	5
B-52's, The: Dance This Mess Around	2
: Type O Negative  - Cinammon Girl.zip	1
Chingon: Malaguena Salerosa	5
The The: Kingdom Of Rain	3
Styx: Mr. Roboto	9
: Tom Odell-Can't Pretend.zip	1
Pulp: Babies	4
: G27323 - HERE COMES THE KING - SNOOP LION.zip	2
: Kendrick_Lamar_-_Swimming_Pools_(Drank)_(Explicit)_-_G25801.ZIP	2
Cash, Johnny: Hurt	4
Young, Neil: My My Hey Hey (Electric)	5
Avalon, Mickey: My D##k (Feat. Dirt Nasty & Andre Legacy)	3
Pulp: Party Hard	2
Civil Wars, The: Barton Hollow	9
Aphrodite's Child: Rain & Tears	2
Black Keys, The: Lonely Boy	4
U2: All I Want Is You	4
Dead Can Dance: Rakim	1
Depeche Mode: Halo	1
Kooks, The: Naive	1
Talking Heads: This Must Be The Place (Naive Melody)	4
Numan, Gary: Are Friends Electric	2
Beck: Ramona	1
Yes: Roundabout	8
Chromatics: Running Up That Hill	2
Hootie & The Blowfish: Only Wanna Be With You	3
Stray Cats: I Won't Stand In Your Way	5
John, Elton: Captain Fantastic & The Brown Dirt Cowboy	2
Muse: Sunburn	2
Oingo Boingo: Just Another Day	5
Adams, Bryan: Summer Of '69	14
Santana: Maria Maria	1
Queen: Somebody To Love	5
Pink: Leave Me Alone I'm Lonely	1
Fleetwood Mac: Landslide	4
Clark, Petula: Downtown	1
Mamas & The Papas, The: Dream A Little Dream Of Me	2
Concrete Blonde: Joey	8
Pulp: Common People	18
Beatles, The: Blackbird	1
Dead Kennedys: Too Drunk To F##K	12
Third Eye Blind: Semi-Charmed Life	13
Big Bopper: Chantilly Lace	6
Salt-N-Pepa: Shoop	18
Fall Out Boy: Grand Theft Autumn (Where Is Your Boy)	2
Joel, Billy: For The Longest Time	6
Beatles, The: When I'm Sixty Four	4
Apple, Fiona: Criminal	15
Oasis: Don't Look Back In Anger	6
Sinatra, Frank: New York, New York	7
Spears, Britney: Baby One More Time	8
Weezer: Beverly Hills	2
Jones, Catherine-Zeta: And All That Jazz (From Chicago)	23
Jackson, Michael: Thriller (Without Vincent Price)	7
Madonna: Papa Don't Preach	6
Soul, Jimmy: If You Wanna Be Happy	2
Basil, Toni: Mickey	5
Broadway-Musicals: Caberet-Caberet	4
Save Ferris: Come On Eileen	4
Winehouse, Amy: Me & Mr. Jones	2
Sublime: Santeria	23
Sublime: Badfish	7
Pet Shop Boys: It's A Sin	28
Doors, The: Light My Fire	15
Sinatra, Frank-SCR: New York, New York	7
Beatles, The: I Saw Her Standing There	13
Righteous Brothers, The: You've Lost That Lovin' Feelin'	13
Joel, Billy: Piano Man	13
Queen: Bohemian Rhapsody	36
Lennon, John: Watching The Wheels	3
Martin, Dean: That's Amore	4
Dio: Last In Line, The	2
Electric Six: Gay Bar	13
Devo: Girl U Want	10
Joy Division: Love Will Tear Us Apart	1
Gunther: Ding Dong Song	2
Cheese, Richard: My Neck My Back	2
Cheese, Richard: Stronger	1
Nickelback: How You Remind Me	8
Oasis: Champagne Supernova	4
Europe: Final Countdown, The	6
Cooper, Alice: I'm Eighteen	3
Tenacious D: Double Team	3
Lordi: Hard Rock Hallelujah	1
Cheese, Richard: Down With The Sickness	4
Nelly: Hot In Herre	6
Hollies, The: Long Cool Woman (In A Black Dress)	1
Gaye, Marvin: Sexual Healing	6
Toto: Africa	11
Withers, Bill: Ain't No Sunshine	4
Bowie, David: Suffragette City	6
Nine Inch Nails: Piggy (Acoustic)	4
Simon & Garfunkel: I Am A Rock	3
Marilyn Manson: Dope Show	2
Bad Company: Ready For Love	1
Bush, Kate: Hounds Of Love	1
Styx: Lady	6
American Breed: Bend Me, Shape Me	1
Presidents Of The United States Of America, The: Kitty	4
Reed, Lou: Sweet Jane	3
Blondie: Rip Her To Shreds	1
Garbage: Only Happy When It Rains	3
Turtles, The: Happy Together	2
: Hanson - MMM Bop-NEW	1
Scorpions, The: Still Loving You	1
Harvey, PJ: One Line	6
Turner, Tina: We Don't Need Another Hero	4
Scorpions: Still Loving You	7
Steppenwolf: Born To Be Wild	3
Michael, George: One More Try	2
U2: With Or Without You	5
Deftones: Digital Bath	3
Simone, Nina: My Baby Just Cares For Me	2
Reed, Lou: Perfect Day	2
Creedence Clearwater Revival: Have You Ever Seen The Rain	2
Siouxsie & The Banshees: Peek-A-Boo	4
Van Halen: Jamie's Cryin'	1
T. Rex: Get It On	2
Nine Inch Nails: We`re In This Together (Acoustic)	3
Led Zeppelin: What Is And What Should Never Be	3
Pink: There You Go	1
Fox, Samantha: Naughty Girls Need Love Too	1
Apple, Fiona: Shadow Boxer	1
McLachlan, Sarah: Angel	1
: nine inch nails - down in it - BKK.zip	1
Amos, Tori: Winter	7
Korn: A.D.I.D.A.S.	5
Gray, Macy: Why Didn't You Call Me	2
Led Zeppelin: Black Dog	6
Staind: Mudshovel	1
Melanie: Brand New Key	3
Beatles, The: Im Only Sleeping	2
Veruca Salt: Seether	1
Abdul, Paula: Cold Hearted	1
Depeche Mode: Walking In My Shoes	2
Idol, Billy: Dancing With Myself	6
Led Zeppelin: Whole Lotta Love	6
Cure, The: Boys Don't Cry	9
Loeb, Lisa: Stay (I Missed You)	10
Elliott, Missy: Work It	5
Bjork: Bachelorette	4
Dion, Celine: All By Myself	1
Simone, Nina: Ain't Got No-I Got Life	2
Bush: Everything Zen	1
Futureheads, The: Hounds Of Love	1
Primal Scream: Movin' On Up	1
Robyn: Whos That Girl	3
Yaz: Only You	4
A Perfect Circle: Nurse Who Loved Me, The	2
Rocky Horror Picture Show: Sweet Transvestite	11
: bj+¦rk - oceania - (BKK).zip	4
Prince: Delirious	1
Spektor, Regina: Fidelity	2
Eurythmics: Who's That Girl	4
Beatles, The: Helter Skelter	4
Sundays, The: Here's Where The Story Ends	3
: Roxette - Dangerous.zip	1
Blur: Country House	1
Scorpions: Rock You Like A Hurricane	7
Broadway-Musicals: Chitty Chitty Bang Bang-Truly Scrumptious	1
: postal service, the - such great heights (BKK).zip	1
Hendrix, Jimi: Crosstown Traffic	3
Fleetwood Mac: Little Lies	1
Rufus: Tell Me Something Good (Feat. Chaka Kahn)	4
: Geggy Tah - Whoever You Are.zip	1
: Stevie B - Because I Love You.zip	1
Eurythmics: Would I Lie To You	1
Standard: Like Someone In Love	1
Led Zeppelin: Ocean, The	3
Berlin: Take My Breath Away	2
Green, Al: Let's Stay Together	10
Jackson, Michael: Will You Be There	1
Hendrix, Jimi: Foxy Lady	4
Cure, The: Burn	1
Muse: Stockholm Syndrome	1
Cheese, Richard: Pour Some Sugar On Me	1
Erasure: Oh L'Amour	3
She Wants Revenge: Tear You Apart	3
Turner, Tina: I Can't Stand The Rain	1
Curve: Chinese Burn	4
: Robyn_Hang_With_Me_109578.zip	1
Smashing Pumpkins: Zero	4
Mazzy Star: Fade Into You	3
Foreigner: Hot Blooded	2
: Goldfrapp - Alive.zip	1
Franklin, Aretha: Do Right Woman, Do Right Man	2
Jett, Joan: Do You Wanna Touch Me Oh Yeah	3
Cure, The: Forest, A (Edit)	3
Q Lazarus: Goodbye Horses	5
Badu, Erykah: Danger	1
Bush: Comedown	2
Led Zeppelin: Babe I'm Gonna Leave You	1
Limp Bizkit: Faith	2
Hot Hot Heat: Bandages	2
Animals, The: House Of The Rising Sun, The	5
Springfield, Rick: Jessie's Girl	8
Morrison, Van: Into The Mystic	2
Robyn: Handle Me	1
Radiohead: No Surprises	1
Metallica: Until It Sleeps	1
D'Angelo: Untitled (How Does It Feel)	2
Badu, Erykah: Appletree	2
Badu, Erykah: Bag Lady	3
Cure, The: Friday I'm In Love	3
: Flaming Lips, The - Yoshimi Battles The Pink Robots Part 1.zip	3
Pink: Glitter In The Air	18
Stevens, Cat: Morning Has Broken	1
Rolling Stones, The: Play With Fire	1
Smashing Pumpkins: Bullet With Butterfly Wings	10
: Them - Gloria.ZIP	1
Broadway-Musicals: Grease-There Are Worst Things I Could Do	1
Portishead: Roads	3
: Lana_Del_Rey_Dark_Paradise_144260.zip	1
: AlunaGeorge - Your Drums, Your Love.zip	1
Goldfrapp: Number 1	4
Madonna: Holiday	1
Nirvana: Sliver	1
Smashing Pumpkins: Muzzle	1
Royce, Rose: Car Wash	2
Sonny & Cher: I Got You Babe	8
Luscious Jackson: Ladyfingers	1
Salt-N-Pepa: Let's Talk About Sex	3
'Til Tuesday: Voices Carry	6
Wallflowers, The: Sixth Avenue Heartache	1
AC-DC: T.N.T.	5
Hall & Oates: Private Eyes	4
Bon Jovi: You Give Love A Bad Name	9
Snoop Dogg: Gin And Juice	7
Myles, Alannah: Black Velvet	18
Adele: Turning Tables	2
20 Fingers: Short D##k Man	2
: Mary_J_Blige_I_m_Going_Down_37276.zip	1
Greenbaum, Norman: Spirit In The Sky	3
Gaye, Marvin: Let's Get It On	5
Cash, Johnny: Jackson (Feat. June Carter Cash)	15
Prince: Little Red Corvette	11
Turner, Tina: Proud Mary (Feat. Ike Turner)	12
Drake: Take Care (Feat. Rihanna)	1
Tiffany: I Think We're Alone Now	2
Turner, Tina: Private Dancer	2
Jones, Norah: Don't Know Why	5
James, Etta: At Last	5
Spice Girls, The: Say You'll Be There	5
: Moulin_Rouge_-_Come_What_May_-_SFG048-11.ZIP	1
Beatles, The: Yellow Submarine	2
Clarkson, Kelly: Since You Been Gone	7
Turner, Ike & Tina: Proud Mary	2
Blige, Mary J.: Real Love	1
Tyler, Bonnie: Total Eclipse Of The Heart	23
T.I.: Whatever You Like	3
Bon Jovi: Wanted Dead Or Alive	26
Coulton, Jonathan: Skullcrusher Mountain	5
Muse: Time Is Running Out	18
Soul Asylum: Somebody To Shove	1
Temple Of The Dog: Hunger Strike	4
Flight Of The Conchords: Ladies Of The World	4
Pixies, The: Where Is My Mind	4
Beatles, The: Eleanor Rigby	2
Pearl Jam: Jeremy	7
Foo Fighters: My Hero	5
Beyonce: Single Ladies (Put A Ring On It)	6
Skee-Lo: I Wish	29
Cure, The: Love Song	7
Pearl Jam: Hunger Strike	1
Paisley, Brad: Alcohol	2
Styx: Too Much Time On My Hands	2
Cure, The: In Between Days	3
Tenacious D: Tribute	24
Joel, Billy: We Didn't Start The Fire	4
Bowie, David: Under Pressure (Feat. Freddie Mercury)	14
Matchbox 20: Unwell	3
Simple Minds: Don't You (Forget About Me)	9
Radiohead: High And Dry	4
Cyrus, Miley: See You Again	2
Bowie, David: Space Oddity	6
